"Aktuell: Zeit (s)","Aktuell: Potenzial 1 (V)","Aktuell: Potenzial 2 (V)"
34.9,-0.243377685547,-4.71324920654
34.95,-0.243377685547,-4.71324920654
35,-0.252342224121,-4.71019744873
35.05,-0.249481201172,-4.71324920654
35.1,-0.243377685547,-4.71630096436
35.15,-0.237464904785,-4.7191619873
35.2,-0.237464904785,-4.7191619873
35.25,-0.252342224121,-4.71630096436
35.3,-0.240325927734,-4.71630096436
35.35,-0.234413146973,-4.7191619873
35.4,-0.243377685547,-4.72526550293
35.45,-0.234413146973,-4.71324920654
35.5,-0.234413146973,-4.72831726074
35.55,-0.234413146973,-4.71630096436
35.6,-0.228309631348,-4.7191619873
35.65,-0.234413146973,-4.72831726074
35.7,-0.246429443359,-4.72526550293
35.75,-0.234413146973,-4.72526550293
35.8,-0.234413146973,-4.7342300415
35.85,-0.222396850586,-4.72221374512
35.9,-0.228309631348,-4.73117828369
35.95,-0.234413146973,-4.72526550293
36,-0.228309631348,-4.72526550293
36.05,-0.228309631348,-4.72831726074
36.1,-0.228309631348,-4.73117828369
36.15,-0.225448608398,-4.72831726074
36.2,-0.222396850586,-4.7342300415
36.25,-0.228309631348,-4.74033355713
36.3,-0.234413146973,-4.72831726074
36.35,-0.222396850586,-4.73728179932
36.4,-0.228309631348,-4.74033355713
36.45,-0.213432312012,-4.72831726074
36.5,-0.216293334961,-4.74338531494
36.55,-0.219345092773,-4.7342300415
36.6,-0.222396850586,-4.73728179932
36.65,-0.216293334961,-4.7342300415
36.7,-0.222396850586,-4.74624633789
36.75,-0.210380554199,-4.73728179932
36.8,-0.210380554199,-4.74624633789
36.85,-0.210380554199,-4.7492980957
36.9,-0.213432312012,-4.74033355713
36.95,-0.213432312012,-4.73728179932
37,-0.213432312012,-4.74033355713
37.05,-0.222396850586,-4.74033355713
37.1,-0.216293334961,-4.74338531494
37.15,-0.210380554199,-4.7643661499
37.2,-0.210380554199,-4.75540161133
37.25,-0.207328796387,-4.74338531494
37.3,-0.207328796387,-4.74338531494
37.35,-0.213432312012,-4.74338531494
37.4,-0.216293334961,-4.7492980957
37.45,-0.201225280762,-4.75234985352
37.5,-0.201225280762,-4.75826263428
37.55,-0.213432312012,-4.7492980957
37.6,-0.210380554199,-4.7492980957
37.65,-0.207328796387,-4.75826263428
37.7,-0.204277038574,-4.75826263428
37.75,-0.1953125,-4.76131439209
37.8,-0.1953125,-4.75540161133
37.85,-0.198364257812,-4.7643661499
37.9,-0.201225280762,-4.7643661499
37.95,-0.201225280762,-4.75234985352
38,-0.1953125,-4.75234985352
38.05,-0.1953125,-4.77333068848
38.1,-0.1953125,-4.77333068848
38.15,-0.192260742188,-4.75826263428
38.2,-0.1953125,-4.75540161133
38.25,-0.201225280762,-4.76131439209
38.3,-0.1953125,-4.7643661499
38.35,-0.186347961426,-4.76741790771
38.4,-0.189208984375,-4.76131439209
38.45,-0.189208984375,-4.7643661499
38.5,-0.192260742188,-4.76741790771
38.55,-0.189208984375,-4.76131439209
38.6,-0.189208984375,-4.76131439209
38.65,-0.186347961426,-4.77046966553
38.7,-0.186347961426,-4.77638244629
38.75,-0.186347961426,-4.76131439209
38.8,-0.186347961426,-4.7643661499
38.85,-0.192260742188,-4.77638244629
38.9,-0.183296203613,-4.77046966553
38.95,-0.180244445801,-4.77333068848
39,-0.183296203613,-4.76741790771
39.05,-0.183296203613,-4.7794342041
39.1,-0.186347961426,-4.77333068848
39.15,-0.1953125,-4.76741790771
39.2,-0.186347961426,-4.77638244629
39.25,-0.180244445801,-4.78248596191
39.3,-0.183296203613,-4.76741790771
39.35,-0.189208984375,-4.77333068848
39.4,-0.186347961426,-4.77638244629
39.45,-0.174331665039,-4.77046966553
39.5,-0.174331665039,-4.78534698486
39.55,-0.174331665039,-4.7794342041
39.6,-0.177192687988,-4.78534698486
39.65,-0.177192687988,-4.77333068848
39.7,-0.174331665039,-4.77333068848
39.75,-0.174331665039,-4.78534698486
39.8,-0.174331665039,-4.78534698486
39.85,-0.186347961426,-4.77638244629
39.9,-0.183296203613,-4.78248596191
39.95,-0.171279907227,-4.77638244629
40,-0.168228149414,-4.78839874268
40.05,-0.174331665039,-4.78839874268
40.1,-0.174331665039,-4.78839874268
40.15,-0.174331665039,-4.78248596191
40.2,-0.183296203613,-4.78534698486
40.25,-0.168228149414,-4.78839874268
40.3,-0.168228149414,-4.78248596191
40.35,-0.168228149414,-4.78534698486
40.4,-0.171279907227,-4.79145050049
40.45,-0.168228149414,-4.78534698486
40.5,-0.171279907227,-4.78534698486
40.55,-0.162315368652,-4.79755401611
40.6,-0.165176391602,-4.78248596191
40.65,-0.171279907227,-4.78839874268
40.7,-0.174331665039,-4.78839874268
40.75,-0.15926361084,-4.78534698486
40.8,-0.15926361084,-4.7945022583
40.85,-0.162315368652,-4.80041503906
40.9,-0.162315368652,-4.78839874268
40.95,-0.171279907227,-4.79145050049
41,-0.165176391602,-4.79145050049
41.05,-0.15926361084,-4.80041503906
41.1,-0.15926361084,-4.79145050049
41.15,-0.15926361084,-4.80041503906
41.2,-0.162315368652,-4.79145050049
41.25,-0.15926361084,-4.7945022583
41.3,-0.156211853027,-4.80651855469
41.35,-0.156211853027,-4.79145050049
41.4,-0.168228149414,-4.7945022583
41.45,-0.15926361084,-4.79145050049
41.5,-0.15926361084,-4.79145050049
41.55,-0.156211853027,-4.80651855469
41.6,-0.156211853027,-4.81243133545
41.65,-0.15926361084,-4.79755401611
41.7,-0.162315368652,-4.80041503906
41.75,-0.156211853027,-4.79755401611
41.8,-0.150108337402,-4.80346679688
41.85,-0.150108337402,-4.81548309326
41.9,-0.153160095215,-4.79755401611
41.95,-0.15926361084,-4.80346679688
42,-0.15926361084,-4.80041503906
42.05,-0.147247314453,-4.80041503906
42.1,-0.147247314453,-4.80651855469
42.15,-0.150108337402,-4.8095703125
42.2,-0.150108337402,-4.80041503906
42.25,-0.156211853027,-4.80041503906
42.3,-0.147247314453,-4.81243133545
42.35,-0.147247314453,-4.81243133545
42.4,-0.156211853027,-4.80651855469
42.45,-0.147247314453,-4.80041503906
42.5,-0.147247314453,-4.80651855469
42.55,-0.150108337402,-4.81243133545
42.6,-0.144195556641,-4.8095703125
42.65,-0.147247314453,-4.8095703125
42.7,-0.147247314453,-4.81853485107
42.75,-0.144195556641,-4.80651855469
42.8,-0.162315368652,-4.8095703125
42.85,-0.141143798828,-4.80651855469
42.9,-0.141143798828,-4.81243133545
42.95,-0.141143798828,-4.81243133545
43,-0.144195556641,-4.80651855469
43.05,-0.147247314453,-4.8095703125
43.1,-0.138092041016,-4.81548309326
43.15,-0.141143798828,-4.82158660889
43.2,-0.144195556641,-4.81243133545
43.25,-0.147247314453,-4.8095703125
43.3,-0.147247314453,-4.81243133545
43.35,-0.138092041016,-4.8095703125
43.4,-0.141143798828,-4.8095703125
43.45,-0.144195556641,-4.82158660889
43.5,-0.138092041016,-4.81548309326
43.55,-0.138092041016,-4.81548309326
43.6,-0.138092041016,-4.82444763184
43.65,-0.150108337402,-4.81243133545
43.7,-0.135231018066,-4.81243133545
43.75,-0.135231018066,-4.82158660889
43.8,-0.147247314453,-4.81243133545
43.85,-0.135231018066,-4.81243133545
43.9,-0.135231018066,-4.81243133545
43.95,-0.138092041016,-4.82444763184
44,-0.132179260254,-4.81548309326
44.05,-0.135231018066,-4.82749938965
44.1,-0.135231018066,-4.82749938965
44.15,-0.135231018066,-4.81853485107
44.2,-0.135231018066,-4.82158660889
44.25,-0.135231018066,-4.81853485107
44.3,-0.135231018066,-4.82444763184
44.35,-0.132179260254,-4.82749938965
44.4,-0.132179260254,-4.81853485107
44.45,-0.132179260254,-4.83055114746
44.5,-0.138092041016,-4.81853485107
44.55,-0.135231018066,-4.82444763184
44.6,-0.129127502441,-4.83951568604
44.65,-0.132179260254,-4.82158660889
44.7,-0.132179260254,-4.82444763184
44.75,-0.126075744629,-4.82158660889
44.8,-0.138092041016,-4.83360290527
44.85,-0.129127502441,-4.82158660889
44.9,-0.126075744629,-4.82158660889
44.95,-0.135231018066,-4.83665466309
45,-0.129127502441,-4.82158660889
45.05,-0.126075744629,-4.83055114746
45.1,-0.126075744629,-4.84561920166
45.15,-0.138092041016,-4.82444763184
45.2,-0.126075744629,-4.83665466309
45.25,-0.12321472168,-4.82444763184
45.3,-0.132179260254,-4.83665466309
45.35,-0.12321472168,-4.82444763184
45.4,-0.135231018066,-4.82749938965
45.45,-0.132179260254,-4.82444763184
45.5,-0.120162963867,-4.83055114746
45.55,-0.120162963867,-4.84867095947
45.6,-0.126075744629,-4.82444763184
45.65,-0.12321472168,-4.83055114746
45.7,-0.126075744629,-4.83360290527
45.75,-0.126075744629,-4.83665466309
45.8,-0.120162963867,-4.83951568604
45.85,-0.12321472168,-4.82749938965
45.9,-0.126075744629,-4.83360290527
45.95,-0.117111206055,-4.83055114746
46,-0.126075744629,-4.83665466309
46.05,-0.12321472168,-4.83055114746
46.1,-0.120162963867,-4.83665466309
46.15,-0.120162963867,-4.83360290527
46.2,-0.114059448242,-4.83665466309
46.25,-0.117111206055,-4.85153198242
46.3,-0.120162963867,-4.83055114746
46.35,-0.126075744629,-4.83665466309
46.4,-0.114059448242,-4.83665466309
46.45,-0.117111206055,-4.83665466309
46.5,-0.117111206055,-4.83360290527
46.55,-0.126075744629,-4.83665466309
46.6,-0.114059448242,-4.85458374023
46.65,-0.126075744629,-4.83665466309
46.7,-0.117111206055,-4.84256744385
46.75,-0.126075744629,-4.83665466309
46.8,-0.114059448242,-4.85458374023
46.85,-0.114059448242,-4.83665466309
46.9,-0.114059448242,-4.83951568604
46.95,-0.114059448242,-4.83665466309
47,-0.117111206055,-4.83665466309
47.05,-0.111198425293,-4.84867095947
47.1,-0.120162963867,-4.83951568604
47.15,-0.114059448242,-4.83665466309
47.2,-0.126075744629,-4.83951568604
47.25,-0.117111206055,-4.83665466309
47.3,-0.10814666748,-4.83665466309
47.35,-0.111198425293,-4.84867095947
47.4,-0.10814666748,-4.83951568604
47.45,-0.111198425293,-4.85153198242
47.5,-0.111198425293,-4.83951568604
47.55,-0.114059448242,-4.84867095947
47.6,-0.10814666748,-4.83951568604
47.65,-0.10814666748,-4.85458374023
47.7,-0.111198425293,-4.83951568604
47.75,-0.10814666748,-4.84561920166
47.8,-0.10814666748,-4.84256744385
47.85,-0.111198425293,-4.84256744385
47.9,-0.105094909668,-4.84561920166
47.95,-0.114059448242,-4.85153198242
48,-0.10814666748,-4.85763549805
48.05,-0.114059448242,-4.84561920166
48.1,-0.10814666748,-4.85458374023
48.15,-0.114059448242,-4.85458374023
48.2,-0.10814666748,-4.85763549805
48.25,-0.117111206055,-4.84561920166
48.3,-0.10814666748,-4.86068725586
48.35,-0.117111206055,-4.84867095947
48.4,-0.105094909668,-4.86068725586
48.45,-0.117111206055,-4.84561920166
48.5,-0.10814666748,-4.86068725586
48.55,-0.114059448242,-4.84867095947
48.6,-0.105094909668,-4.86660003662
48.65,-0.114059448242,-4.84561920166
48.7,-0.10814666748,-4.86068725586
48.75,-0.114059448242,-4.84867095947
48.8,-0.102043151855,-4.86068725586
48.85,-0.102043151855,-4.86068725586
48.9,-0.102043151855,-4.85458374023
48.95,-0.102043151855,-4.84867095947
49,-0.102043151855,-4.85458374023
49.05,-0.102043151855,-4.84867095947
49.1,-0.098991394043,-4.85763549805
49.15,-0.098991394043,-4.84867095947
49.2,-0.102043151855,-4.85763549805
49.25,-0.098991394043,-4.84867095947
49.3,-0.098991394043,-4.86373901367
49.35,-0.105094909668,-4.85153198242
49.4,-0.105094909668,-4.86373901367
49.45,-0.10814666748,-4.85153198242
49.5,-0.098991394043,-4.86965179443
49.55,-0.114059448242,-4.85458374023
49.6,-0.10814666748,-4.86068725586
49.65,-0.105094909668,-4.86068725586
49.7,-0.098991394043,-4.86660003662
49.75,-0.10814666748,-4.85153198242
49.8,-0.102043151855,-4.85763549805
49.85,-0.098991394043,-4.86373901367
49.9,-0.098991394043,-4.85153198242
49.95,-0.098991394043,-4.85458374023
50,-0.0930786132812,-4.85153198242
50.05,-0.0961303710938,-4.85763549805
50.1,-0.098991394043,-4.85458374023
50.15,-0.105094909668,-4.85458374023
50.2,-0.0961303710938,-4.85458374023
50.25,-0.0961303710938,-4.86068725586
50.3,-0.098991394043,-4.85458374023
50.35,-0.098991394043,-4.86373901367
50.4,-0.0930786132812,-4.86068725586
50.45,-0.0961303710938,-4.86068725586
50.5,-0.0930786132812,-4.85458374023
50.55,-0.0930786132812,-4.85763549805
50.6,-0.0900268554688,-4.85763549805
50.65,-0.0930786132812,-4.85763549805
50.7,-0.0961303710938,-4.85458374023
50.75,-0.0900268554688,-4.86068725586
50.8,-0.102043151855,-4.86068725586
50.85,-0.0961303710938,-4.85763549805
50.9,-0.102043151855,-4.86068725586
50.95,-0.0900268554688,-4.86068725586
51,-0.098991394043,-4.86068725586
51.05,-0.0900268554688,-4.85763549805
51.1,-0.0930786132812,-4.86068725586
51.15,-0.0900268554688,-4.85763549805
51.2,-0.0930786132812,-4.86068725586
51.25,-0.0930786132812,-4.85763549805
51.3,-0.0900268554688,-4.86373901367
51.35,-0.0930786132812,-4.86068725586
51.4,-0.0930786132812,-4.87270355225
51.45,-0.102043151855,-4.86068725586
51.5,-0.0900268554688,-4.88166809082
51.55,-0.0961303710938,-4.86068725586
51.6,-0.0900268554688,-4.86373901367
51.65,-0.0869750976562,-4.86068725586
51.7,-0.0900268554688,-4.86660003662
51.75,-0.0900268554688,-4.86373901367
51.8,-0.0900268554688,-4.86068725586
51.85,-0.0869750976562,-4.86965179443
51.9,-0.0869750976562,-4.86965179443
51.95,-0.0900268554688,-4.87270355225
52,-0.0930786132812,-4.86068725586
52.05,-0.0869750976562,-4.86965179443
52.1,-0.0869750976562,-4.86068725586
52.15,-0.0900268554688,-4.86068725586
52.2,-0.098991394043,-4.86373901367
52.25,-0.0869750976562,-4.86965179443
52.3,-0.0930786132812,-4.86373901367
52.35,-0.0900268554688,-4.86068725586
52.4,-0.0869750976562,-4.86373901367
52.45,-0.084114074707,-4.86965179443
52.5,-0.0869750976562,-4.86660003662
52.55,-0.0869750976562,-4.86373901367
52.6,-0.0869750976562,-4.87270355225
52.65,-0.0961303710938,-4.87270355225
52.7,-0.0869750976562,-4.87270355225
52.75,-0.0961303710938,-4.86660003662
52.8,-0.084114074707,-4.86965179443
52.85,-0.0869750976562,-4.87575531006
52.9,-0.084114074707,-4.86373901367
52.95,-0.0900268554688,-4.86965179443
53,-0.0810623168945,-4.86373901367
53.05,-0.084114074707,-4.88471984863
53.1,-0.0869750976562,-4.86965179443
53.15,-0.0900268554688,-4.87861633301
53.2,-0.078010559082,-4.86373901367
53.25,-0.084114074707,-4.86965179443
53.3,-0.0900268554688,-4.86965179443
53.35,-0.084114074707,-4.86965179443
53.4,-0.0900268554688,-4.86965179443
53.45,-0.0810623168945,-4.87270355225
53.5,-0.0869750976562,-4.86965179443
53.55,-0.084114074707,-4.86373901367
53.6,-0.084114074707,-4.86965179443
53.65,-0.0900268554688,-4.87270355225
53.7,-0.084114074707,-4.87861633301
53.75,-0.0930786132812,-4.86965179443
53.8,-0.078010559082,-4.86660003662
53.85,-0.0810623168945,-4.87575531006
53.9,-0.084114074707,-4.86660003662
53.95,-0.0900268554688,-4.87575531006
54,-0.078010559082,-4.87575531006
54.05,-0.0810623168945,-4.86660003662
54.1,-0.0900268554688,-4.86965179443
54.15,-0.084114074707,-4.86965179443
54.2,-0.0869750976562,-4.87861633301
54.25,-0.078010559082,-4.86965179443
54.3,-0.084114074707,-4.87270355225
54.35,-0.0900268554688,-4.87270355225
54.4,-0.078010559082,-4.88471984863
54.45,-0.0869750976562,-4.87270355225
54.5,-0.084114074707,-4.86965179443
54.55,-0.078010559082,-4.87861633301
54.6,-0.078010559082,-4.86965179443
54.65,-0.0810623168945,-4.87861633301
54.7,-0.078010559082,-4.86965179443
54.75,-0.078010559082,-4.87861633301
54.8,-0.0900268554688,-4.87270355225
54.85,-0.084114074707,-4.87270355225
54.9,-0.084114074707,-4.87575531006
54.95,-0.0749588012695,-4.86965179443
55,-0.078010559082,-4.88166809082
55.05,-0.0930786132812,-4.87270355225
55.1,-0.078010559082,-4.88166809082
55.15,-0.078010559082,-4.87270355225
55.2,-0.0810623168945,-4.87270355225
55.25,-0.0810623168945,-4.88166809082
55.3,-0.0749588012695,-4.87861633301
55.35,-0.078010559082,-4.88166809082
55.4,-0.078010559082,-4.87575531006
55.45,-0.0749588012695,-4.87270355225
55.5,-0.084114074707,-4.88471984863
55.55,-0.078010559082,-4.87270355225
55.6,-0.084114074707,-4.87270355225
55.65,-0.0720977783203,-4.87861633301
55.7,-0.078010559082,-4.88777160645
55.75,-0.0900268554688,-4.87861633301
55.8,-0.078010559082,-4.88777160645
55.85,-0.078010559082,-4.88166809082
55.9,-0.078010559082,-4.87270355225
55.95,-0.078010559082,-4.88166809082
56,-0.078010559082,-4.87270355225
56.05,-0.0749588012695,-4.89673614502
56.1,-0.0720977783203,-4.87575531006
56.15,-0.0810623168945,-4.87270355225
56.2,-0.084114074707,-4.87575531006
56.25,-0.0720977783203,-4.87575531006
56.3,-0.0810623168945,-4.87861633301
56.35,-0.078010559082,-4.87861633301
56.4,-0.0720977783203,-4.88471984863
56.45,-0.084114074707,-4.88166809082
56.5,-0.0749588012695,-4.88166809082
56.55,-0.078010559082,-4.87861633301
56.6,-0.0720977783203,-4.88471984863
56.65,-0.0749588012695,-4.88471984863
56.7,-0.0720977783203,-4.87861633301
56.75,-0.0720977783203,-4.87861633301
56.8,-0.078010559082,-4.88166809082
56.85,-0.0720977783203,-4.87861633301
56.9,-0.078010559082,-4.88166809082
56.95,-0.0810623168945,-4.88471984863
57,-0.0720977783203,-4.88471984863
57.05,-0.0749588012695,-4.88166809082
57.1,-0.0749588012695,-4.87575531006
57.15,-0.0690460205078,-4.89673614502
57.2,-0.0720977783203,-4.87861633301
57.25,-0.078010559082,-4.88166809082
57.3,-0.0690460205078,-4.88166809082
57.35,-0.0690460205078,-4.88166809082
57.4,-0.0810623168945,-4.88166809082
57.45,-0.0690460205078,-4.87861633301
57.5,-0.0690460205078,-4.89978790283
57.55,-0.078010559082,-4.88166809082
57.6,-0.0720977783203,-4.87861633301
57.65,-0.0690460205078,-4.88166809082
57.7,-0.0690460205078,-4.88471984863
57.75,-0.0720977783203,-4.88777160645
57.8,-0.0690460205078,-4.87861633301
57.85,-0.0659942626953,-4.88471984863
57.9,-0.078010559082,-4.88166809082
57.95,-0.0690460205078,-4.88166809082
58,-0.0720977783203,-4.88777160645
58.05,-0.0749588012695,-4.88777160645
58.1,-0.0690460205078,-4.88166809082
58.15,-0.0720977783203,-4.88166809082
58.2,-0.0659942626953,-4.88166809082
58.25,-0.0690460205078,-4.90283966064
58.3,-0.0659942626953,-4.88166809082
58.35,-0.078010559082,-4.87861633301
58.4,-0.078010559082,-4.88471984863
58.45,-0.0659942626953,-4.87861633301
58.5,-0.0720977783203,-4.88471984863
58.55,-0.078010559082,-4.88471984863
58.6,-0.0659942626953,-4.89368438721
58.65,-0.0690460205078,-4.88471984863
58.7,-0.0690460205078,-4.88166809082
58.75,-0.0659942626953,-4.88166809082
58.8,-0.0659942626953,-4.89368438721
58.85,-0.0690460205078,-4.88166809082
58.9,-0.078010559082,-4.88471984863
58.95,-0.0690460205078,-4.89368438721
59,-0.0690460205078,-4.89063262939
59.05,-0.0690460205078,-4.88166809082
59.1,-0.0720977783203,-4.88166809082
59.15,-0.0659942626953,-4.89673614502
59.2,-0.0659942626953,-4.88166809082
59.25,-0.0749588012695,-4.88166809082
59.3,-0.078010559082,-4.88471984863
59.35,-0.0659942626953,-4.89368438721
59.4,-0.0659942626953,-4.88471984863
59.45,-0.084114074707,-4.88471984863
59.5,-0.0629425048828,-4.89673614502
59.55,-0.0659942626953,-4.88471984863
59.6,-0.0690460205078,-4.88471984863
59.65,-0.0720977783203,-4.89673614502
59.7,-0.0629425048828,-4.88471984863
59.75,-0.0659942626953,-4.88166809082
59.8,-0.0749588012695,-4.88777160645
59.85,-0.0659942626953,-4.88471984863
59.9,-0.0629425048828,-4.89063262939
59.95,-0.078010559082,-4.88471984863
60,-0.0659942626953,-4.89673614502
60.05,-0.0690460205078,-4.88777160645
60.1,-0.0629425048828,-4.89368438721
60.15,-0.0659942626953,-4.89673614502
60.2,-0.0659942626953,-4.88471984863
60.25,-0.0629425048828,-4.88471984863
60.3,-0.0690460205078,-4.89673614502
60.35,-0.0629425048828,-4.88471984863
60.4,-0.0659942626953,-4.89368438721
60.45,-0.0690460205078,-4.88777160645
60.5,-0.0629425048828,-4.89673614502
60.55,-0.0659942626953,-4.89368438721
60.6,-0.0690460205078,-4.88777160645
60.65,-0.0629425048828,-4.88471984863
60.7,-0.0690460205078,-4.88777160645
60.75,-0.0629425048828,-4.88471984863
60.8,-0.0720977783203,-4.88777160645
60.85,-0.0720977783203,-4.89673614502
60.9,-0.0629425048828,-4.89673614502
60.95,-0.0659942626953,-4.88777160645
61,-0.0690460205078,-4.88777160645
61.05,-0.0629425048828,-4.90283966064
61.1,-0.0629425048828,-4.88471984863
61.15,-0.0659942626953,-4.88471984863
61.2,-0.078010559082,-4.88777160645
61.25,-0.0600814819336,-4.89673614502
61.3,-0.0629425048828,-4.89368438721
61.35,-0.0720977783203,-4.88777160645
61.4,-0.0659942626953,-4.89673614502
61.45,-0.0629425048828,-4.89978790283
61.5,-0.0629425048828,-4.88471984863
61.55,-0.0629425048828,-4.89368438721
61.6,-0.0629425048828,-4.88777160645
61.65,-0.0629425048828,-4.89673614502
61.7,-0.0629425048828,-4.88777160645
61.75,-0.0690460205078,-4.88777160645
61.8,-0.0629425048828,-4.89673614502
61.85,-0.0629425048828,-4.89673614502
61.9,-0.0629425048828,-4.88777160645
61.95,-0.0659942626953,-4.89673614502
62,-0.0629425048828,-4.88471984863
62.05,-0.0600814819336,-4.89673614502
62.1,-0.0720977783203,-4.89063262939
62.15,-0.0629425048828,-4.88777160645
62.2,-0.0629425048828,-4.89673614502
62.25,-0.0690460205078,-4.89978790283
62.3,-0.0629425048828,-4.88777160645
62.35,-0.0690460205078,-4.89673614502
62.4,-0.0570297241211,-4.89063262939
62.45,-0.0600814819336,-4.88777160645
62.5,-0.0690460205078,-4.89368438721
62.55,-0.0659942626953,-4.88777160645
62.6,-0.0600814819336,-4.90875244141
62.65,-0.0629425048828,-4.89063262939
62.7,-0.0629425048828,-4.88777160645
62.75,-0.0629425048828,-4.89978790283
62.8,-0.0539779663086,-4.89978790283
62.85,-0.0600814819336,-4.88777160645
62.9,-0.0690460205078,-4.89368438721
62.95,-0.0629425048828,-4.89063262939
63,-0.0600814819336,-4.90875244141
63.05,-0.0629425048828,-4.89368438721
63.1,-0.0659942626953,-4.88777160645
63.15,-0.0600814819336,-4.89368438721
63.2,-0.0600814819336,-4.89063262939
63.25,-0.0629425048828,-4.89063262939
63.3,-0.0629425048828,-4.89368438721
63.35,-0.0690460205078,-4.89978790283
63.4,-0.0600814819336,-4.90283966064
63.45,-0.0629425048828,-4.89673614502
63.5,-0.0629425048828,-4.89063262939
63.55,-0.0570297241211,-4.89673614502
63.6,-0.0600814819336,-4.89063262939
63.65,-0.0629425048828,-4.88777160645
63.7,-0.0629425048828,-4.89368438721
63.75,-0.0659942626953,-4.90283966064
63.8,-0.0600814819336,-4.90875244141
63.85,-0.0659942626953,-4.89368438721
63.9,-0.0570297241211,-4.88777160645
63.95,-0.0600814819336,-4.90875244141
64,-0.0570297241211,-4.89063262939
64.05,-0.0629425048828,-4.89063262939
64.1,-0.0629425048828,-4.89673614502
64.15,-0.0629425048828,-4.89368438721
64.2,-0.0600814819336,-4.90283966064
64.25,-0.0600814819336,-4.89368438721
64.3,-0.0570297241211,-4.89673614502
64.35,-0.0600814819336,-4.90570068359
64.4,-0.0570297241211,-4.89063262939
64.45,-0.0629425048828,-4.89063262939
64.5,-0.0690460205078,-4.90875244141
64.55,-0.0539779663086,-4.89368438721
64.6,-0.0600814819336,-4.89673614502
64.65,-0.0629425048828,-4.89368438721
64.7,-0.0539779663086,-4.89673614502
64.75,-0.0600814819336,-4.90875244141
64.8,-0.0570297241211,-4.89063262939
64.85,-0.0570297241211,-4.89063262939
64.9,-0.0659942626953,-4.90570068359
64.95,-0.0570297241211,-4.89368438721
65,-0.0600814819336,-4.90570068359
65.05,-0.0629425048828,-4.89368438721
65.1,-0.0539779663086,-4.90283966064
65.15,-0.0600814819336,-4.90283966064
65.2,-0.0629425048828,-4.89368438721
65.25,-0.0539779663086,-4.89673614502
65.3,-0.0659942626953,-4.89978790283
65.35,-0.0570297241211,-4.89368438721
65.4,-0.0659942626953,-4.90283966064
65.45,-0.0629425048828,-4.89673614502
65.5,-0.0539779663086,-4.89368438721
65.55,-0.0600814819336,-4.90570068359
65.6,-0.0600814819336,-4.89063262939
65.65,-0.0539779663086,-4.90283966064
65.7,-0.0570297241211,-4.89673614502
65.75,-0.0659942626953,-4.89673614502
65.8,-0.0600814819336,-4.90570068359
65.85,-0.0539779663086,-4.91485595703
65.9,-0.0570297241211,-4.89673614502
65.95,-0.0570297241211,-4.89063262939
66,-0.0659942626953,-4.89673614502
66.05,-0.0509262084961,-4.90283966064
66.1,-0.0539779663086,-4.90570068359
66.15,-0.0629425048828,-4.89673614502
66.2,-0.0570297241211,-4.89368438721
66.25,-0.0539779663086,-4.91485595703
66.3,-0.0539779663086,-4.89673614502
66.35,-0.0570297241211,-4.89673614502
66.4,-0.0539779663086,-4.89673614502
66.45,-0.0629425048828,-4.89673614502
66.5,-0.0570297241211,-4.89368438721
66.55,-0.0570297241211,-4.90570068359
66.6,-0.0509262084961,-4.90570068359
66.65,-0.0539779663086,-4.89368438721
66.7,-0.0600814819336,-4.89673614502
66.75,-0.0659942626953,-4.89673614502
66.8,-0.0509262084961,-4.90875244141
66.85,-0.0570297241211,-4.90875244141
66.9,-0.0539779663086,-4.89673614502
66.95,-0.0509262084961,-4.89673614502
67,-0.0539779663086,-4.90875244141
67.05,-0.0629425048828,-4.89978790283
67.1,-0.0600814819336,-4.89368438721
67.15,-0.0509262084961,-4.90875244141
67.2,-0.0509262084961,-4.90570068359
67.25,-0.0570297241211,-4.89673614502
67.3,-0.0690460205078,-4.90283966064
67.35,-0.0629425048828,-4.90283966064
67.4,-0.0539779663086,-4.91180419922
67.45,-0.0570297241211,-4.90875244141
67.5,-0.0570297241211,-4.89673614502
67.55,-0.0509262084961,-4.90570068359
67.6,-0.0600814819336,-4.89978790283
67.65,-0.0659942626953,-4.89673614502
67.7,-0.0539779663086,-4.90875244141
67.75,-0.0509262084961,-4.90875244141
67.8,-0.0539779663086,-4.89673614502
67.85,-0.0570297241211,-4.89673614502
67.9,-0.0629425048828,-4.89673614502
67.95,-0.0509262084961,-4.90570068359
68,-0.0539779663086,-4.90570068359
68.05,-0.0600814819336,-4.89673614502
68.1,-0.0539779663086,-4.89673614502
68.15,-0.0509262084961,-4.90570068359
68.2,-0.0509262084961,-4.89673614502
68.25,-0.0539779663086,-4.89673614502
68.3,-0.0539779663086,-4.89673614502
68.35,-0.0600814819336,-4.90875244141
68.4,-0.0509262084961,-4.89673614502
68.45,-0.0539779663086,-4.90570068359
68.5,-0.0509262084961,-4.89673614502
68.55,-0.0509262084961,-4.90875244141
68.6,-0.0570297241211,-4.89978790283
68.65,-0.0629425048828,-4.89673614502
68.7,-0.0509262084961,-4.90570068359
68.75,-0.0539779663086,-4.91485595703
68.8,-0.0509262084961,-4.89673614502
68.85,-0.0600814819336,-4.89673614502
68.9,-0.0600814819336,-4.90283966064
68.95,-0.0629425048828,-4.89978790283
69,-0.0509262084961,-4.91180419922
69.05,-0.0600814819336,-4.90875244141
69.1,-0.0478744506836,-4.90283966064
