"Aktuell: Zeit (s)","Aktuell: Potenzial 1 (V)","Aktuell: Potenzial 2 (V)"
3.1,-3.54804992676,-1.42192840576
3.15,-3.51486206055,-1.43699645996
3.2,-3.49388122559,-1.4518737793
3.25,-3.48777770996,-1.46999359131
3.3,-3.46374511719,-1.50012969971
3.35,-3.44867706299,-1.50604248047
3.4,-3.4366607666,-1.52111053467
3.45,-3.41873168945,-1.53617858887
3.5,-3.39756011963,-1.56326293945
3.55,-3.38249206543,-1.56326293945
3.6,-3.37047576904,-1.59339904785
3.65,-3.35254669189,-1.59645080566
3.7,-3.33442687988,-1.61743164062
3.75,-3.32546234131,-1.62944793701
3.8,-3.3073425293,-1.64451599121
3.85,-3.29246520996,-1.66549682617
3.9,-3.27739715576,-1.68361663818
3.95,-3.26232910156,-1.69258117676
4,-3.25336456299,-1.7017364502
4.05,-3.23829650879,-1.71966552734
4.1,-3.2262802124,-1.73778533936
4.15,-3.20816040039,-1.74369812012
4.2,-3.19309234619,-1.76486968994
4.25,-3.1810760498,-1.77383422852
4.3,-3.16314697266,-1.78890228271
4.35,-3.15704345703,-1.80397033691
4.4,-3.13301086426,-1.82209014893
4.45,-3.12099456787,-1.82800292969
4.5,-3.10592651367,-1.85203552246
4.55,-3.0969619751,-1.85508728027
4.6,-3.0818939209,-1.87015533447
4.65,-3.07292938232,-1.89113616943
4.7,-3.0668258667,-1.90315246582
4.75,-3.04584503174,-1.91535949707
4.8,-3.03382873535,-1.93328857422
4.85,-3.00979614258,-1.94835662842
4.9,-3.00064086914,-1.96647644043
4.95,-2.99777984619,-1.97238922119
5,-2.99167633057,-1.98440551758
5.05,-2.97069549561,-1.99642181396
5.1,-2.94952392578,-2.01454162598
5.15,-2.94952392578,-2.02350616455
5.2,-2.92549133301,-2.03857421875
5.25,-2.90756225586,-2.04772949219
5.3,-2.89249420166,-2.07767486572
5.35,-2.87742614746,-2.08683013916
5.4,-2.8715133667,-2.09274291992
5.45,-2.8564453125,-2.10475921631
5.5,-2.83832550049,-2.11982727051
5.55,-2.82936096191,-2.12287902832
5.6,-2.82039642334,-2.14099884033
5.65,-2.80532836914,-2.15892791748
5.7,-2.79922485352,-2.16197967529
5.75,-2.78720855713,-2.17399597168
5.8,-2.76927947998,-2.19497680664
5.85,-2.76012420654,-2.20413208008
5.9,-2.74219512939,-2.22206115723
5.95,-2.73609161377,-2.22511291504
6,-2.71816253662,-2.24018096924
6.05,-2.71816253662,-2.24914550781
6.1,-2.6969909668,-2.27031707764
6.15,-2.69107818604,-2.2762298584
6.2,-2.67295837402,-2.29740142822
6.25,-2.66990661621,-2.30331420898
6.3,-2.64892578125,-2.30941772461
6.35,-2.63690948486,-2.32448577881
6.4,-2.62489318848,-2.33345031738
6.45,-2.61287689209,-2.35443115234
6.5,-2.60982513428,-2.36053466797
6.55,-2.59170532227,-2.36949920654
6.6,-2.57968902588,-2.39067077637
6.65,-2.56767272949,-2.39372253418
6.7,-2.55870819092,-2.40573883057
6.75,-2.54364013672,-2.41470336914
6.8,-2.53162384033,-2.42366790771
6.85,-2.51960754395,-2.44178771973
6.9,-2.50759124756,-2.4507522583
6.95,-2.49862670898,-2.45685577393
7,-2.48947143555,-2.46887207031
7.05,-2.4715423584,-2.4808883667
7.1,-2.46849060059,-2.49290466309
7.15,-2.4564743042,-2.50797271729
7.2,-2.44750976562,-2.5260925293
7.25,-2.42938995361,-2.52304077148
7.3,-2.42042541504,-2.54402160645
7.35,-2.41146087646,-2.54402160645
7.4,-2.39925384521,-2.56519317627
7.45,-2.38723754883,-2.56519317627
7.5,-2.37522125244,-2.58617401123
7.55,-2.36625671387,-2.58617401123
7.6,-2.35424041748,-2.59819030762
7.65,-2.34527587891,-2.61631011963
7.7,-2.33917236328,-2.61936187744
7.75,-2.32410430908,-2.6252746582
7.8,-2.33325958252,-2.6403427124
7.85,-2.31513977051,-2.6554107666
7.9,-2.2970199585,-2.66742706299
7.95,-2.28805541992,-2.67333984375
8,-2.27603912354,-2.68249511719
8.05,-2.26402282715,-2.69145965576
8.1,-2.25811004639,-2.70652770996
8.15,-2.24304199219,-2.71549224854
8.2,-2.2310256958,-2.73056030273
8.25,-2.22797393799,-2.73666381836
8.3,-2.20985412598,-2.74257659912
8.35,-2.20699310303,-2.75173187256
8.4,-2.19478607178,-2.76966094971
8.45,-2.1858215332,-2.77271270752
8.5,-2.17990875244,-2.79083251953
8.55,-2.16178894043,-2.79674530029
8.6,-2.15282440186,-2.79979705811
8.65,-2.15282440186,-2.8148651123
8.7,-2.13775634766,-2.81791687012
8.75,-2.12268829346,-2.82688140869
8.8,-2.12268829346,-2.83889770508
8.85,-2.10762023926,-2.84786224365
8.9,-2.09865570068,-2.86598205566
8.95,-2.08969116211,-2.86293029785
9,-2.08358764648,-2.88410186768
9.05,-2.0715713501,-2.88410186768
9.1,-2.06260681152,-2.89001464844
9.15,-2.05364227295,-2.90203094482
9.2,-2.05364227295,-2.91118621826
9.25,-2.04753875732,-2.92320251465
9.3,-2.02655792236,-2.92911529541
9.35,-2.01454162598,-2.94723510742
9.4,-2.01740264893,-2.94723510742
9.45,-1.99337005615,-2.956199646
9.5,-1.99031829834,-2.98328399658
9.55,-1.98440551758,-2.9712677002
9.6,-1.975440979,-2.98328399658
9.65,-1.96628570557,-2.99530029297
9.7,-1.9603729248,-3.00445556641
9.75,-1.94530487061,-3.00731658936
9.8,-1.93920135498,-3.02238464355
9.85,-1.93328857422,-3.03153991699
9.9,-1.93328857422,-3.04355621338
9.95,-1.91230773926,-3.04946899414
10,-1.91516876221,-3.05252075195
10.05,-1.89723968506,-3.05557250977
10.1,-1.89723968506,-3.06453704834
10.15,-1.87911987305,-3.08265686035
10.2,-1.87320709229,-3.10363769531
10.25,-1.87606811523,-3.09162139893
10.3,-1.85508728027,-3.10363769531
10.35,-1.8461227417,-3.10668945312
10.4,-1.8461227417,-3.11870574951
10.45,-1.82495117188,-3.12461853027
10.5,-1.8310546875,-3.13682556152
10.55,-1.81293487549,-3.13682556152
10.6,-1.81007385254,-3.14884185791
10.65,-1.79805755615,-3.15170288086
10.7,-1.80397033691,-3.16390991211
10.75,-1.78298950195,-3.16982269287
10.8,-1.78298950195,-3.17878723145
10.85,-1.77097320557,-3.19385528564
10.9,-1.75285339355,-3.20301055908
10.95,-1.75285339355,-3.20892333984
11,-1.74083709717,-3.21788787842
11.05,-1.73473358154,-3.23295593262
11.1,-1.72576904297,-3.23009490967
11.15,-1.71985626221,-3.23295593262
11.2,-1.72576904297,-3.24802398682
11.25,-1.71375274658,-3.25107574463
11.3,-1.69582366943,-3.26919555664
11.35,-1.68972015381,-3.27205657959
11.4,-1.67770385742,-3.2751083374
11.45,-1.6716003418,-3.28121185303
11.5,-1.66568756104,-3.2901763916
11.55,-1.65958404541,-3.29627990723
11.6,-1.66568756104,-3.29627990723
11.65,-1.65958404541,-3.3052444458
11.7,-1.64470672607,-3.30829620361
11.75,-1.63249969482,-3.3203125
11.8,-1.62963867188,-3.33232879639
11.85,-1.61762237549,-3.34129333496
11.9,-1.61762237549,-3.34129333496
11.95,-1.61151885986,-3.35330963135
12,-1.59358978271,-3.35330963135
12.05,-1.5905380249,-3.35636138916
12.1,-1.58748626709,-3.36532592773
12.15,-1.58138275146,-3.37142944336
12.2,-1.57241821289,-3.39546203613
12.25,-1.5604019165,-3.39546203613
12.3,-1.56345367432,-3.39241027832
12.35,-1.55735015869,-3.40442657471
12.4,-1.5453338623,-3.40747833252
12.45,-1.53636932373,-3.42254638672
12.5,-1.53026580811,-3.42864990234
12.55,-1.52740478516,-3.44066619873
12.6,-1.52130126953,-3.44066619873
12.65,-1.50928497314,-3.4496307373
12.7,-1.50337219238,-3.46775054932
12.75,-1.50337219238,-3.45573425293
12.8,-1.49421691895,-3.47671508789
12.85,-1.48525238037,-3.47671508789
12.9,-1.48525238037,-3.48281860352
12.95,-1.46713256836,-3.48281860352
13,-1.4612197876,-3.4948348999
13.05,-1.4612197876,-3.4948348999
13.1,-1.4461517334,-3.50074768066
13.15,-1.44023895264,-3.51581573486
13.2,-1.43718719482,-3.51886749268
13.25,-1.42803192139,-3.51886749268
13.3,-1.42211914062,-3.52478027344
13.35,-1.41906738281,-3.53393554688
13.4,-1.41010284424,-3.54900360107
13.45,-1.40705108643,-3.55186462402
13.5,-1.40113830566,-3.56101989746
13.55,-1.38912200928,-3.56388092041
13.6,-1.38912200928,-3.56101989746
13.65,-1.38301849365,-3.57303619385
13.7,-1.37996673584,-3.58505249023
13.75,-1.36795043945,-3.58200073242
13.8,-1.36795043945,-3.59706878662
13.85,-1.36489868164,-3.60012054443
13.9,-1.3500213623,-3.60012054443
13.95,-1.35288238525,-3.6060333252
14,-1.34086608887,-3.61213684082
14.05,-1.32884979248,-3.61518859863
14.1,-1.32884979248,-3.62110137939
14.15,-1.31988525391,-3.63311767578
14.2,-1.31683349609,-3.63006591797
14.25,-1.31683349609,-3.63922119141
14.3,-1.30786895752,-3.65715026855
14.35,-1.29890441895,-3.65123748779
14.4,-1.29585266113,-3.65715026855
14.45,-1.28974914551,-3.65715026855
14.5,-1.29890441895,-3.66916656494
14.55,-1.27773284912,-3.66916656494
14.6,-1.27182006836,-3.67832183838
14.65,-1.27182006836,-3.67832183838
14.7,-1.25980377197,-3.69033813477
14.75,-1.25980377197,-3.69930267334
14.8,-1.24778747559,-3.70235443115
14.85,-1.25370025635,-3.70235443115
14.9,-1.23863220215,-3.71742248535
14.95,-1.2357711792,-3.71131896973
15,-1.2357711792,-3.72638702393
15.05,-1.22661590576,-3.72333526611
15.1,-1.22661590576,-3.72943878174
15.15,-1.21154785156,-3.7353515625
15.2,-1.21459960938,-3.74450683594
15.25,-1.21459960938,-3.74755859375
15.3,-1.2056350708,-3.76243591309
15.35,-1.19361877441,-3.7654876709
15.4,-1.19361877441,-3.75957489014
15.45,-1.18465423584,-3.76853942871
15.5,-1.1905670166,-3.77464294434
15.55,-1.17244720459,-3.77464294434
15.6,-1.16958618164,-3.8106918335
15.65,-1.17244720459,-3.78665924072
15.7,-1.15756988525,-3.79867553711
15.75,-1.15756988525,-3.80172729492
15.8,-1.14841461182,-3.8257598877
15.85,-1.15146636963,-3.81374359131
15.9,-1.13639831543,-3.81965637207
15.95,-1.13639831543,-3.82270812988
16,-1.13639831543,-3.83777618408
16.05,-1.12438201904,-3.83777618408
16.1,-1.12133026123,-3.83777618408
16.15,-1.11236572266,-3.84368896484
16.2,-1.11236572266,-3.85875701904
16.25,-1.11236572266,-3.86180877686
16.3,-1.10931396484,-3.87077331543
16.35,-1.10931396484,-3.86180877686
16.4,-1.08833312988,-3.86486053467
16.45,-1.08528137207,-3.87077331543
16.5,-1.07936859131,-3.88584136963
16.55,-1.07326507568,-3.89785766602
16.6,-1.07936859131,-3.88584136963
16.65,-1.07326507568,-3.88889312744
16.7,-1.0612487793,-3.8948059082
16.75,-1.07021331787,-3.89785766602
16.8,-1.04923248291,-3.9098739624
16.85,-1.0461807251,-3.90701293945
16.9,-1.04026794434,-3.9098739624
16.95,-1.04026794434,-3.91597747803
17,-1.04026794434,-3.91902923584
17.05,-1.02825164795,-3.93409729004
17.1,-1.02519989014,-3.9400100708
17.15,-1.02214813232,-3.93409729004
17.2,-1.01623535156,-3.95202636719
17.25,-1.01318359375,-3.94306182861
17.3,-1.00708007812,-3.95812988281
17.35,-1.00421905518,-3.96709442139
17.4,-1.00116729736,-3.96404266357
17.45,-0.998115539551,-3.96709442139
17.5,-0.992202758789,-3.9852142334
17.55,-0.986099243164,-3.97319793701
17.6,-0.986099243164,-3.98216247559
17.65,-0.974082946777,-3.9701461792
17.7,-0.974082946777,-3.99112701416
17.75,-0.967979431152,-3.98216247559
17.8,-0.967979431152,-3.98807525635
17.85,-0.959014892578,-4.0002822876
17.9,-0.959014892578,-3.99417877197
17.95,-0.967979431152,-4.00314331055
18,-0.955963134766,-4.00314331055
18.05,-0.943946838379,-4.00924682617
18.1,-0.943946838379,-4.01515960693
18.15,-0.943946838379,-4.02126312256
18.2,-0.931930541992,-4.03327941895
18.25,-0.929069519043,-4.02126312256
18.3,-0.92601776123,-4.02736663818
18.35,-0.931930541992,-4.03022766113
18.4,-0.929069519043,-4.03938293457
18.45,-0.916862487793,-4.04834747314
18.5,-0.914001464844,-4.03938293457
18.55,-0.904846191406,-4.05426025391
18.6,-0.904846191406,-4.04834747314
18.65,-0.904846191406,-4.05426025391
18.7,-0.895881652832,-4.06646728516
18.75,-0.88996887207,-4.06341552734
18.8,-0.886917114258,-4.06646728516
18.85,-0.89282989502,-4.06932830811
18.9,-0.880813598633,-4.07848358154
18.95,-0.877952575684,-4.07238006592
19,-0.874900817871,-4.07848358154
19.05,-0.868797302246,-4.0843963623
19.1,-0.865745544434,-4.10842895508
19.15,-0.862884521484,-4.09049987793
19.2,-0.862884521484,-4.09355163574
19.25,-0.856781005859,-4.10556793213
19.3,-0.853729248047,-4.10842895508
19.35,-0.850868225098,-4.10556793213
19.4,-0.856781005859,-4.11148071289
19.45,-0.838851928711,-4.11148071289
19.5,-0.835800170898,-4.12654876709
19.55,-0.835800170898,-4.11758422852
19.6,-0.832748413086,-4.13551330566
19.65,-0.829696655273,-4.12654876709
19.7,-0.820732116699,-4.13856506348
19.75,-0.823783874512,-4.13265228271
19.8,-0.829696655273,-4.13856506348
19.85,-0.820732116699,-4.1446685791
19.9,-0.811767578125,-4.15058135986
19.95,-0.808715820312,-4.14752960205
20,-0.808715820312,-4.14752960205
20.05,-0.814628601074,-4.15363311768
20.1,-0.802612304688,-4.16564941406
20.15,-0.793647766113,-4.16564941406
20.2,-0.799751281738,-4.16564941406
20.25,-0.787734985352,-4.16259765625
20.3,-0.793647766113,-4.16870117188
20.35,-0.787734985352,-4.18071746826
20.4,-0.775718688965,-4.17766571045
20.45,-0.772666931152,-4.20475006104
20.5,-0.772666931152,-4.18071746826
20.55,-0.76961517334,-4.19273376465
20.6,-0.76961517334,-4.19273376465
20.65,-0.760650634766,-4.19578552246
20.7,-0.757598876953,-4.20475006104
20.75,-0.757598876953,-4.20475006104
20.8,-0.757598876953,-4.20475006104
20.85,-0.757598876953,-4.21085357666
20.9,-0.742530822754,-4.21085357666
20.95,-0.742530822754,-4.22878265381
21,-0.739479064941,-4.21676635742
21.05,-0.739479064941,-4.22878265381
21.1,-0.736618041992,-4.22286987305
21.15,-0.736618041992,-4.23488616943
21.2,-0.724601745605,-4.23183441162
21.25,-0.724601745605,-4.23183441162
21.3,-0.73356628418,-4.23793792725
21.35,-0.721549987793,-4.23793792725
21.4,-0.724601745605,-4.2407989502
21.45,-0.700378417969,-4.24690246582
21.5,-0.700378417969,-4.27093505859
21.55,-0.715446472168,-4.25300598145
21.6,-0.700378417969,-4.25300598145
21.65,-0.69751739502,-4.26197052002
21.7,-0.691413879395,-4.25891876221
21.75,-0.685501098633,-4.26788330078
21.8,-0.691413879395,-4.27398681641
21.85,-0.679397583008,-4.26788330078
21.9,-0.68244934082,-4.28295135498
21.95,-0.688362121582,-4.27398681641
22,-0.670433044434,-4.27703857422
22.05,-0.670433044434,-4.29496765137
22.1,-0.667381286621,-4.28295135498
22.15,-0.667381286621,-4.28295135498
22.2,-0.667381286621,-4.28905487061
22.25,-0.673484802246,-4.29210662842
22.3,-0.655364990234,-4.29210662842
22.35,-0.655364990234,-4.31003570557
22.4,-0.661277770996,-4.30107116699
22.45,-0.649261474609,-4.30107116699
22.5,-0.652313232422,-4.3041229248
22.55,-0.64640045166,-4.31308746338
22.6,-0.652313232422,-4.319190979
22.65,-0.640296936035,-4.31613922119
22.7,-0.637245178223,-4.32510375977
22.75,-0.637245178223,-4.319190979
22.8,-0.637245178223,-4.319190979
22.85,-0.628280639648,-4.319190979
22.9,-0.625228881836,-4.34322357178
22.95,-0.622367858887,-4.32815551758
23,-0.634384155273,-4.33120727539
23.05,-0.619316101074,-4.33120727539
23.1,-0.619316101074,-4.33120727539
23.15,-0.610160827637,-4.34608459473
23.2,-0.610160827637,-4.34913635254
23.25,-0.619316101074,-4.34322357178
23.3,-0.607299804688,-4.34322357178
23.35,-0.607299804688,-4.34608459473
23.4,-0.604248046875,-4.35829162598
23.45,-0.595283508301,-4.35829162598
23.5,-0.601196289062,-4.36420440674
23.55,-0.595283508301,-4.35829162598
23.6,-0.595283508301,-4.35829162598
23.65,-0.589179992676,-4.35829162598
23.7,-0.589179992676,-4.37622070312
23.75,-0.583267211914,-4.37927246094
23.8,-0.580215454102,-4.37622070312
23.85,-0.589179992676,-4.37316894531
23.9,-0.580215454102,-4.37316894531
23.95,-0.574111938477,-4.37316894531
24,-0.568199157715,-4.37622070312
24.05,-0.568199157715,-4.38823699951
24.1,-0.568199157715,-4.38823699951
24.15,-0.565147399902,-4.39128875732
24.2,-0.568199157715,-4.39739227295
24.25,-0.565147399902,-4.39434051514
24.3,-0.565147399902,-4.39739227295
24.35,-0.56209564209,-4.40330505371
24.4,-0.56209564209,-4.39434051514
24.45,-0.556182861328,-4.4002532959
24.5,-0.550079345703,-4.4002532959
24.55,-0.553131103516,-4.4002532959
24.6,-0.544166564941,-4.40330505371
24.65,-0.544166564941,-4.41246032715
24.7,-0.541114807129,-4.41837310791
24.75,-0.541114807129,-4.42142486572
24.8,-0.538063049316,-4.41837310791
24.85,-0.535011291504,-4.42733764648
24.9,-0.535011291504,-4.42447662354
24.95,-0.529098510742,-4.42447662354
25,-0.52604675293,-4.43649291992
25.05,-0.522994995117,-4.42733764648
25.1,-0.532150268555,-4.42733764648
25.15,-0.522994995117,-4.4303894043
25.2,-0.532150268555,-4.43344116211
25.25,-0.520133972168,-4.43344116211
25.3,-0.520133972168,-4.44240570068
25.35,-0.520133972168,-4.43935394287
25.4,-0.520133972168,-4.43935394287
25.45,-0.520133972168,-4.44240570068
25.5,-0.520133972168,-4.4454574585
25.55,-0.507926940918,-4.4454574585
25.6,-0.507926940918,-4.45747375488
25.65,-0.498962402344,-4.44850921631
25.7,-0.502014160156,-4.45156097412
25.75,-0.498962402344,-4.45442199707
25.8,-0.502014160156,-4.45747375488
25.85,-0.493049621582,-4.46357727051
25.9,-0.493049621582,-4.47559356689
25.95,-0.48999786377,-4.47254180908
26,-0.48999786377,-4.4605255127
26.05,-0.493049621582,-4.46357727051
26.1,-0.481033325195,-4.46643829346
26.15,-0.477981567383,-4.47559356689
26.2,-0.477981567383,-4.47254180908
26.25,-0.483894348145,-4.47254180908
26.3,-0.486946105957,-4.47559356689
26.35,-0.477981567383,-4.47864532471
26.4,-0.471878051758,-4.47559356689
26.45,-0.469017028809,-4.49962615967
26.5,-0.469017028809,-4.49657440186
26.55,-0.469017028809,-4.48150634766
26.6,-0.469017028809,-4.48455810547
26.65,-0.459861755371,-4.48455810547
26.7,-0.456809997559,-4.49657440186
26.75,-0.471878051758,-4.49962615967
26.8,-0.465965270996,-4.49657440186
26.85,-0.456809997559,-4.49962615967
26.9,-0.459861755371,-4.49962615967
26.95,-0.453948974609,-4.49657440186
27,-0.447845458984,-4.49962615967
27.05,-0.447845458984,-4.50859069824
27.1,-0.450897216797,-4.50267791748
27.15,-0.453948974609,-4.50553894043
27.2,-0.447845458984,-4.51469421387
27.25,-0.444793701172,-4.52060699463
27.3,-0.43888092041,-4.51164245605
27.35,-0.435829162598,-4.52365875244
27.4,-0.435829162598,-4.51469421387
27.45,-0.444793701172,-4.51774597168
27.5,-0.435829162598,-4.52365875244
27.55,-0.43888092041,-4.52976226807
27.6,-0.426864624023,-4.52060699463
27.65,-0.423812866211,-4.53262329102
27.7,-0.43888092041,-4.53262329102
27.75,-0.426864624023,-4.52671051025
27.8,-0.426864624023,-4.53872680664
27.85,-0.426864624023,-4.52671051025
27.9,-0.417900085449,-4.53262329102
27.95,-0.423812866211,-4.53567504883
28,-0.414848327637,-4.55379486084
28.05,-0.414848327637,-4.53262329102
28.1,-0.414848327637,-4.53567504883
28.15,-0.426864624023,-4.53872680664
28.2,-0.414848327637,-4.54769134521
28.25,-0.405693054199,-4.54769134521
28.3,-0.405693054199,-4.55074310303
28.35,-0.414848327637,-4.54769134521
28.4,-0.405693054199,-4.55074310303
28.45,-0.408744812012,-4.54769134521
28.5,-0.399780273438,-4.54769134521
28.55,-0.40283203125,-4.5597076416
28.6,-0.399780273438,-4.57782745361
28.65,-0.396728515625,-4.55379486084
28.7,-0.396728515625,-4.5597076416
28.75,-0.40283203125,-4.5597076416
28.8,-0.387763977051,-4.56275939941
28.85,-0.387763977051,-4.5747756958
28.9,-0.396728515625,-4.56581115723
28.95,-0.387763977051,-4.58087921143
29,-0.387763977051,-4.57191467285
29.05,-0.393676757812,-4.57191467285
29.1,-0.381660461426,-4.58393096924
29.15,-0.378799438477,-4.58679199219
29.2,-0.375747680664,-4.5747756958
29.25,-0.378799438477,-4.58087921143
29.3,-0.378799438477,-4.57782745361
29.35,-0.378799438477,-4.58087921143
29.4,-0.372695922852,-4.58393096924
29.45,-0.372695922852,-4.58984375
29.5,-0.372695922852,-4.58393096924
29.55,-0.375747680664,-4.58984375
29.6,-0.369644165039,-4.58679199219
29.65,-0.36678314209,-4.58984375
29.7,-0.363731384277,-4.59289550781
29.75,-0.363731384277,-4.60186004639
29.8,-0.360679626465,-4.59289550781
29.85,-0.363731384277,-4.59880828857
29.9,-0.363731384277,-4.59594726562
29.95,-0.360679626465,-4.59594726562
30,-0.363731384277,-4.60796356201
30.05,-0.35457611084,-4.59880828857
30.1,-0.360679626465,-4.61387634277
30.15,-0.351715087891,-4.62303161621
30.2,-0.351715087891,-4.6049118042
30.25,-0.360679626465,-4.60796356201
30.3,-0.35457611084,-4.6049118042
30.35,-0.348663330078,-4.61101531982
30.4,-0.342559814453,-4.62303161621
30.45,-0.342559814453,-4.61692810059
30.5,-0.351715087891,-4.61387634277
30.55,-0.342559814453,-4.62303161621
30.6,-0.342559814453,-4.61692810059
30.65,-0.342559814453,-4.6199798584
30.7,-0.336647033691,-4.6199798584
30.75,-0.348663330078,-4.62589263916
30.8,-0.333595275879,-4.6199798584
30.85,-0.333595275879,-4.6199798584
30.9,-0.336647033691,-4.63199615479
30.95,-0.336647033691,-4.62303161621
31,-0.327682495117,-4.62589263916
31.05,-0.324630737305,-4.63809967041
31.1,-0.336647033691,-4.62894439697
31.15,-0.324630737305,-4.63809967041
31.2,-0.321578979492,-4.62894439697
31.25,-0.330543518066,-4.63199615479
31.3,-0.321578979492,-4.63199615479
31.35,-0.330543518066,-4.63809967041
31.4,-0.31852722168,-4.64401245117
31.45,-0.31566619873,-4.6350479126
31.5,-0.31566619873,-4.6501159668
31.55,-0.312614440918,-4.63809967041
31.6,-0.31852722168,-4.65297698975
31.65,-0.306510925293,-4.64096069336
31.7,-0.306510925293,-4.65602874756
31.75,-0.306510925293,-4.64401245117
31.8,-0.31566619873,-4.64401245117
31.85,-0.306510925293,-4.64706420898
31.9,-0.31852722168,-4.64706420898
31.95,-0.30345916748,-4.65602874756
32,-0.306510925293,-4.65602874756
32.05,-0.30345916748,-4.66213226318
32.1,-0.309562683105,-4.65297698975
32.15,-0.30345916748,-4.66213226318
32.2,-0.312614440918,-4.65602874756
32.25,-0.294494628906,-4.66213226318
32.3,-0.306510925293,-4.66213226318
32.35,-0.294494628906,-4.66804504395
32.4,-0.306510925293,-4.66213226318
32.45,-0.294494628906,-4.66804504395
32.5,-0.306510925293,-4.66213226318
32.55,-0.288581848145,-4.66804504395
32.6,-0.300598144531,-4.66804504395
32.65,-0.288581848145,-4.66804504395
32.7,-0.300598144531,-4.66804504395
32.75,-0.285530090332,-4.67414855957
32.8,-0.297546386719,-4.66804504395
32.85,-0.28247833252,-4.66499328613
32.9,-0.291442871094,-4.67720031738
32.95,-0.279426574707,-4.66804504395
33,-0.28247833252,-4.67109680176
33.05,-0.28247833252,-4.66804504395
33.1,-0.28247833252,-4.68311309814
33.15,-0.276565551758,-4.68006134033
33.2,-0.279426574707,-4.68921661377
33.25,-0.276565551758,-4.67720031738
33.3,-0.28247833252,-4.67414855957
33.35,-0.279426574707,-4.68616485596
33.4,-0.273513793945,-4.67720031738
33.45,-0.279426574707,-4.68006134033
33.5,-0.270462036133,-4.68006134033
33.55,-0.26741027832,-4.69207763672
33.6,-0.279426574707,-4.68616485596
33.65,-0.270462036133,-4.69207763672
33.7,-0.279426574707,-4.68921661377
33.75,-0.264549255371,-4.69207763672
33.8,-0.26741027832,-4.69818115234
33.85,-0.264549255371,-4.68921661377
33.9,-0.264549255371,-4.68921661377
33.95,-0.255393981934,-4.68921661377
34,-0.258445739746,-4.69512939453
34.05,-0.26741027832,-4.69207763672
34.1,-0.261497497559,-4.69207763672
34.15,-0.255393981934,-4.70428466797
34.2,-0.264549255371,-4.69512939453
34.25,-0.258445739746,-4.69207763672
34.3,-0.258445739746,-4.71019744873
34.35,-0.252342224121,-4.70428466797
34.4,-0.255393981934,-4.69512939453
34.45,-0.258445739746,-4.70123291016
34.5,-0.252342224121,-4.70123291016
34.55,-0.246429443359,-4.71630096436
34.6,-0.255393981934,-4.70428466797
34.65,-0.249481201172,-4.70123291016
34.7,-0.252342224121,-4.71630096436
34.75,-0.252342224121,-4.70123291016
34.8,-0.243377685547,-4.70428466797
34.85,-0.252342224121,-4.71630096436
